count, mean, std_error
100, 4.065, 0.568572774585629
100, 4.085, 0.3320767983464065
100, 3.985, 0.3350746185553304
100, 3.985, 0.28683619018526946
100, 3.89, 0.41581245772583586
100, 3.83, 0.525452186216786
90, 3.8555555555555556, 0.5833068777069644
64, 3.8671875, 0.5812310984829958
35, 3.6285714285714286, 0.7591617288906528
19, 4.078947368421052, 0.4371907296272672
6, 3.6666666666666665, 0.6871842709362768
2, 2.5, 0.0
2, 2.5, 0.0
1, 4.5, 0.0
