100 10 5
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0.143304, 0.209626, 0.153163, 0.134412, 0.143948, 
0.161109, 0.16906, 0.15581, 0.284324, 0.134892, 
0.0953567, 0.135065, 0.135901, 0.127121, 0.174664, 
-0.0264666, 0.0771447, 0.135543, 0.124796, 0.211472, 
0.0294414, 0.100726, 0.0464415, 0.0363821, 0.100365, 
0.0569247, 0.0561119, 0.119166, 0.0240252, 0.121016, 
0.158882, 0.0667488, 0.145755, 0.159855, 0.145407, 
0.0430852, 0.119189, 0.0810823, 0.0473548, 0.0143809, 
0.303651, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0.147984, 0.148059, 0.193037, 0.145812, 0.131032, 
0.145519, 0.185004, 0.14169, 0.15142, 0.136863, 
0.0666915, 0.180551, 0.147369, 0.146204, 0.138743, 
0.155935, 0.156449, 0.164065, 0.152196, 0.153937, 
0.046095, 0.100121, 0.129191, 0.160668, 0.0503577, 
0.00783709, 0, 0.0211598, 0, 0.103971, 
0, 0, 0, 0, 0.162216, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0.154162, 0.154237, 0.154543, 0.197065, 0.154937, 
0.143569, 0.143102, 0.141837, 0.161821, 0.138515, 
0.172801, 0.168552, 0.169636, 0.168319, 0.167466, 
0.191767, 0.192853, 0.192537, 0.188534, 0.188185, 
-0.0152937, -0.0277992, 0.185675, 0, 0.192518, 
0.0899953, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0.116754, 0.123432, 0.111869, 0.161008, 0.10005, 
0.125982, 0.147097, 0.125882, 0.126131, 0.126319, 
0.165065, 0.165191, 0.157109, 0.164708, 0.172421, 
0.176985, 0.175162, 0.172819, 0.168774, 0.174113, 
-0.0134931, 0, 0.197937, 0, 0, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0.119281, 0.120821, 0.157693, 0.121419, 0.0886713, 
0.128506, 0.126306, 0.141335, 0.12566, 0.130396, 
0.16684, 0.164414, 0.164976, 0.16601, 0.158105, 
0.179497, 0.180444, 0.174457, 0.171039, 0, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0.128548, 0.128637, 0.155876, 0.126025, 0.128752, 
0.132159, 0.128059, 0.135393, 0.126154, 0.128082, 
0.168538, 0.164882, 0.16412, 0.167268, 0.16369, 
0.0774861, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0.137468, 0.136153, 0.138814, 0.13731, 0.154974, 
0.131158, 0.128018, 0.130171, 0.143038, 0.14008, 
0.202705, 0.200863, 0.202889, 0.202933, 0.204472, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0.143618, 0.14312, 0.141763, 0.169013, 0.136746, 
0.134628, 0.133918, 0.132724, 0.151897, 0.137823, 
0.144896, 0.144064, 0.144177, 0.145189, 0.145294, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0.149728, 0.149297, 0.153099, 0.145835, 0.149439, 
0.14055, 0.139379, 0.138704, 0.140017, 0.148427, 
0.146959, 0.147252, 0.146267, 0.147279, 0.146889, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0.15484, 0.154965, 0.159054, 0.155545, 0.151921, 
0.144138, 0.144426, 0.143154, 0.150601, 0.143854, 
0.13935, 0.139613, 0.139186, 0.139313, 0.139454, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0.161798, 0.161807, 0.160969, 0.16143, 0.168377, 
0.149496, 0.149302, 0.149535, 0.148536, 0.154501, 
0.148973, 0.148785, 0.14897, 0.14867, 0.148908, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0.167485, 0.167593, 0.166612, 0.165401, 0.177408, 
0.152412, 0.152046, 0.151611, 0.15033, 0.152517, 
0.150792, 0.15013, 0.150938, 0.150474, 0.151, 
0.294081, 0.294326, 0, 0.291605, 0.292813, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 
