2020-02-02 22:01:43.559597: I tensorflow/core/platform/cpu_feature_guard.cc:142] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX2
Radiation dose : 0.0 Gy , radius :  11.693160394008116 remaining : 59 time = 24
Radiation dose : 1.0 Gy , radius :  12.445079348883239 remaining : 93 time = 24
Radiation dose : 0.0 Gy , radius :  14.000714267493642 remaining : 200 time = 24
Radiation dose : 0.0 Gy , radius :  14.086873322352268 remaining : 415 time = 24
Radiation dose : 0.5 Gy , radius :  14.34224529144583 remaining : 729 time = 24
Radiation dose : 1.5 Gy , radius :  14.798986451781081 remaining : 802 time = 24
Radiation dose : 0.0 Gy , radius :  15.864425612041554 remaining : 1641 time = 24
Radiation dose : 2.5 Gy , radius :  17.392527130926087 remaining : 989 time = 24
Radiation dose : 1.5 Gy , radius :  17.392527130926087 remaining : 1026 time = 24
Radiation dose : 1.5 Gy , radius :  15.864425612041554 remaining : 1121 time = 24
Radiation dose : 4.0 Gy , radius :  16.82676439485619 remaining : 303 time = 24
Radiation dose : 0.5 Gy , radius :  18.14166475271771 remaining : 508 time = 24
Radiation dose : 0.0 Gy , radius :  19.492049661336285 remaining : 1020 time = 24
Radiation dose : 1.5 Gy , radius :  19.492049661336285 remaining : 1096 time = 24
Radiation dose : 0.5 Gy , radius :  20.282997806044353 remaining : 1786 time = 24
Radiation dose : 3.5 Gy , radius :  21.358136622842363 remaining : 557 time = 24
Radiation dose : 0.0 Gy , radius :  20.549695861496346 remaining : 1116 time = 24
Radiation dose : 4.0 Gy , radius :  20.549695861496346 remaining : 265 time = 24
Radiation dose : 0.0 Gy , radius :  19.24214125298949 remaining : 531 time = 24
Radiation dose : 0.0 Gy , radius :  19.24214125298949 remaining : 1063 time = 24
Radiation dose : 1.0 Gy , radius :  20.549695861496346 remaining : 1428 time = 24
Radiation dose : 0.5 Gy , radius :  20.549695861496346 remaining : 2321 time = 24
Radiation dose : 3.5 Gy , radius :  20.549695861496346 remaining : 756 time = 24
Radiation dose : 3.5 Gy , radius :  21.917344729688406 remaining : 262 time = 24
Radiation dose : 4.0 Gy , radius :  21.358136622842363 remaining : 50 time = 24
Radiation dose : 0.5 Gy , radius :  15.74960316960399 remaining : 86 time = 24
Radiation dose : 3.0 Gy , radius :  15.633937443907087 remaining : 44 time = 24
Radiation dose : 3.5 Gy , radius :  15.281688388394786 remaining : 18 time = 24
Radiation dose : 4.0 Gy , radius :  14.961617559608989 remaining : 4 time = 24
Radiation dose : 4.0 Gy , radius :  14.086873322352268 remaining : 4 time = 24
Radiation dose : 1.5 Gy , radius :  13.245754036671526 remaining : 2 time = 24
Radiation dose : 0.5 Gy , radius :  4.666904755831213 remaining : 4 time = 24
Radiation dose : 3.0 Gy , radius :  6.222539674441619 remaining : 4 time = 24
Radiation dose : 0.0 Gy , radius :  6.414047084329831 remaining : 8 time = 24
Radiation dose : 3.0 Gy , radius :  6.414047084329831 remaining : 8 time = 24
Radiation dose : 0.0 Gy , radius :  7.379024325749307 remaining : 16 time = 24
Radiation dose : 1.0 Gy , radius :  8.3773504164503 remaining : 20 time = 24
Radiation dose : 2.5 Gy , radius :  8.3773504164503 remaining : 10 time = 24
Average (on the epoch) training loss: 0.13200926780700684
Episode average V value: 0.0816155441345707
Radiation dose : 2.5 Gy , radius :  13.782960494755836 remaining : 1423 time = 24
Radiation dose : 1.5 Gy , radius :  14.758048651498614 remaining : 1540 time = 24
Radiation dose : 0.0 Gy , radius :  15.281688388394786 remaining : 2656 time = 24
Radiation dose : 4.0 Gy , radius :  15.864425612041554 remaining : 664 time = 24
Radiation dose : 2.5 Gy , radius :  15.321227104902531 remaining : 438 time = 24
Radiation dose : 4.0 Gy , radius :  15.74960316960399 remaining : 86 time = 24
Radiation dose : 0.0 Gy , radius :  15.321227104902531 remaining : 177 time = 24
Radiation dose : 0.5 Gy , radius :  16.241305366256743 remaining : 307 time = 24
Radiation dose : 0.0 Gy , radius :  16.241305366256743 remaining : 628 time = 24
Radiation dose : 2.5 Gy , radius :  16.7547008329006 remaining : 363 time = 24
Radiation dose : 0.0 Gy , radius :  17.771043863543863 remaining : 745 time = 24
Radiation dose : 1.0 Gy , radius :  17.771043863543863 remaining : 984 time = 24
Radiation dose : 1.5 Gy , radius :  18.439360075664233 remaining : 954 time = 24
Radiation dose : 2.5 Gy , radius :  19.21067411623028 remaining : 644 time = 24
Radiation dose : 2.5 Gy , radius :  18.92511558749378 remaining : 420 time = 24
Radiation dose : 2.5 Gy , radius :  18.92511558749378 remaining : 328 time = 24
Radiation dose : 4.0 Gy , radius :  19.24214125298949 remaining : 77 time = 24
Radiation dose : 2.0 Gy , radius :  19.24214125298949 remaining : 58 time = 24
Radiation dose : 1.5 Gy , radius :  20.75475849052453 remaining : 67 time = 24
Radiation dose : 0.5 Gy , radius :  20.75475849052453 remaining : 98 time = 24
Radiation dose : 2.0 Gy , radius :  20.75475849052453 remaining : 102 time = 24
Radiation dose : 3.0 Gy , radius :  20.75475849052453 remaining : 36 time = 24
Radiation dose : 3.0 Gy , radius :  20.461182761512106 remaining : 26 time = 24
Radiation dose : 3.5 Gy , radius :  19.830532015051944 remaining : 14 time = 24
Radiation dose : 3.0 Gy , radius :  19.67739820199815 remaining : 8 time = 24
Radiation dose : 1.0 Gy , radius :  20.75475849052453 remaining : 14 time = 24
Radiation dose : 1.5 Gy , radius :  20.75475849052453 remaining : 10 time = 24
Radiation dose : 0.0 Gy , radius :  20.75475849052453 remaining : 20 time = 24
Radiation dose : 0.0 Gy , radius :  21.695391215647625 remaining : 40 time = 24
Radiation dose : 3.0 Gy , radius :  21.695391215647625 remaining : 22 time = 24
Radiation dose : 0.0 Gy , radius :  22.13707297724792 remaining : 44 time = 24
Radiation dose : 3.5 Gy , radius :  22.13707297724792 remaining : 24 time = 24
Radiation dose : 4.0 Gy , radius :  21.358136622842363 remaining : 2 time = 24
Radiation dose : 4.0 Gy , radius :  21.15892246783848 remaining : 0 time = 24
No more cancer, healthy cells lost =  771
Average (on the epoch) training loss: 0.1326553225517273
Episode average V value: 0.10960220377291402
Radiation dose : 2.5 Gy , radius :  13.782960494755836 remaining : 1334 time = 24
Radiation dose : 0.5 Gy , radius :  14.34224529144583 remaining : 2104 time = 24
Radiation dose : 1.0 Gy , radius :  13.427211177307074 remaining : 2439 time = 24
Radiation dose : 1.0 Gy , radius :  14.086873322352268 remaining : 2771 time = 24
Radiation dose : 3.5 Gy , radius :  14.468241081762496 remaining : 946 time = 24
Radiation dose : 1.0 Gy , radius :  15.556349186104047 remaining : 1275 time = 24
Radiation dose : 2.5 Gy , radius :  15.556349186104047 remaining : 811 time = 24
Radiation dose : 3.5 Gy , radius :  16.5366260162102 remaining : 270 time = 24
Radiation dose : 3.0 Gy , radius :  15.633937443907087 remaining : 134 time = 24
Radiation dose : 2.0 Gy , radius :  14.798986451781081 remaining : 108 time = 24
Radiation dose : 2.0 Gy , radius :  15.556349186104047 remaining : 78 time = 24
Radiation dose : 1.0 Gy , radius :  16.5366260162102 remaining : 96 time = 24
Radiation dose : 0.0 Gy , radius :  17.6 remaining : 196 time = 24
Radiation dose : 0.0 Gy , radius :  17.90670265570968 remaining : 398 time = 24
Radiation dose : 0.0 Gy , radius :  18.732325002519044 remaining : 805 time = 24
Radiation dose : 3.5 Gy , radius :  19.830532015051944 remaining : 278 time = 24
Radiation dose : 4.0 Gy , radius :  18.732325002519044 remaining : 74 time = 24
Radiation dose : 3.0 Gy , radius :  16.5366260162102 remaining : 32 time = 24
Radiation dose : 3.0 Gy , radius :  12.828094168659662 remaining : 12 time = 24
Radiation dose : 0.0 Gy , radius :  12.298373876248846 remaining : 25 time = 24
Radiation dose : 0.0 Gy , radius :  12.541929676090518 remaining : 52 time = 24
Radiation dose : 0.0 Gy , radius :  14.000714267493642 remaining : 104 time = 24
Radiation dose : 0.0 Gy , radius :  14.468241081762496 remaining : 212 time = 24
Radiation dose : 0.0 Gy , radius :  15.43923573238002 remaining : 435 time = 24
Radiation dose : 2.5 Gy , radius :  15.74960316960399 remaining : 279 time = 24
Radiation dose : 4.0 Gy , radius :  17.076592165886026 remaining : 76 time = 24
Radiation dose : 0.0 Gy , radius :  14.3 remaining : 152 time = 24
Radiation dose : 3.5 Gy , radius :  15.556349186104047 remaining : 48 time = 24
Radiation dose : 4.0 Gy , radius :  15.864425612041554 remaining : 18 time = 24
Radiation dose : 1.5 Gy , radius :  11.693160394008116 remaining : 22 time = 24
Radiation dose : 0.5 Gy , radius :  13.245754036671526 remaining : 40 time = 24
Radiation dose : 4.0 Gy , radius :  13.245754036671526 remaining : 18 time = 24
Radiation dose : 4.0 Gy , radius :  14.086873322352268 remaining : 4 time = 24
Radiation dose : 1.5 Gy , radius :  13.914021704740872 remaining : 4 time = 24
Radiation dose : 3.5 Gy , radius :  15.321227104902531 remaining : 2 time = 24
Radiation dose : 0.0 Gy , radius :  16.01624175641714 remaining : 4 time = 24
Radiation dose : 3.5 Gy , radius :  17.076592165886026 remaining : 2 time = 24
Radiation dose : 4.0 Gy , radius :  15.321227104902531 remaining : 0 time = 24
No more cancer, healthy cells lost =  662
Average (on the epoch) training loss: 0.13252945244312286
Episode average V value: 0.1386364960215158
Radiation dose : 2.0 Gy , radius :  13.782960494755836 remaining : 1774 time = 24
Radiation dose : 3.0 Gy , radius :  13.782960494755836 remaining : 855 time = 24
Radiation dose : 0.5 Gy , radius :  14.3 remaining : 1438 time = 24
Radiation dose : 3.0 Gy , radius :  14.3 remaining : 666 time = 24
Radiation dose : 0.0 Gy , radius :  14.675830470538969 remaining : 1359 time = 24
Radiation dose : 0.5 Gy , radius :  15.556349186104047 remaining : 2321 time = 24
Radiation dose : 1.0 Gy , radius :  15.321227104902531 remaining : 3132 time = 24
Radiation dose : 3.5 Gy , radius :  16.35267562205036 remaining : 1077 time = 24
Radiation dose : 4.0 Gy , radius :  16.241305366256743 remaining : 255 time = 24
Radiation dose : 0.5 Gy , radius :  16.82676439485619 remaining : 411 time = 24
Radiation dose : 2.5 Gy , radius :  16.82676439485619 remaining : 285 time = 24
Radiation dose : 2.5 Gy , radius :  16.82676439485619 remaining : 199 time = 24
Radiation dose : 2.5 Gy , radius :  17.076592165886026 remaining : 121 time = 24
Radiation dose : 1.5 Gy , radius :  16.7547008329006 remaining : 134 time = 24
Radiation dose : 3.5 Gy , radius :  16.7547008329006 remaining : 47 time = 24
Radiation dose : 3.5 Gy , radius :  16.01624175641714 remaining : 8 time = 24
Radiation dose : 2.0 Gy , radius :  9.070832376358855 remaining : 6 time = 24
Radiation dose : 0.0 Gy , radius :  8.00812087820857 remaining : 12 time = 24
Radiation dose : 0.0 Gy , radius :  9.960923651951159 remaining : 24 time = 24
Radiation dose : 0.5 Gy , radius :  10.141498903022176 remaining : 42 time = 24
Radiation dose : 3.0 Gy , radius :  11.0 remaining : 30 time = 24
Radiation dose : 3.5 Gy , radius :  11.0 remaining : 16 time = 24
Radiation dose : 0.5 Gy , radius :  12.541929676090518 remaining : 26 time = 24
Radiation dose : 2.5 Gy , radius :  12.541929676090518 remaining : 24 time = 24
Radiation dose : 0.0 Gy , radius :  13.382077566656084 remaining : 48 time = 24
Radiation dose : 0.5 Gy , radius :  13.914021704740872 remaining : 90 time = 24
Radiation dose : 3.5 Gy , radius :  15.321227104902531 remaining : 34 time = 24
Radiation dose : 1.0 Gy , radius :  16.01624175641714 remaining : 50 time = 24
Radiation dose : 1.0 Gy , radius :  17.392527130926087 remaining : 76 time = 24
Radiation dose : 2.5 Gy , radius :  18.439360075664233 remaining : 48 time = 24
Radiation dose : 4.0 Gy , radius :  18.439360075664233 remaining : 10 time = 24
Radiation dose : 4.0 Gy , radius :  18.439360075664233 remaining : 4 time = 24
Radiation dose : 1.5 Gy , radius :  18.796808239698567 remaining : 4 time = 24
Radiation dose : 0.0 Gy , radius :  19.21067411623028 remaining : 8 time = 24
Radiation dose : 2.0 Gy , radius :  19.21067411623028 remaining : 8 time = 24
Radiation dose : 1.0 Gy , radius :  20.282997806044353 remaining : 12 time = 24
Radiation dose : 0.0 Gy , radius :  20.549695861496346 remaining : 24 time = 24
Radiation dose : 0.0 Gy , radius :  20.549695861496346 remaining : 48 time = 24
Radiation dose : 1.0 Gy , radius :  21.917344729688406 remaining : 60 time = 24
Radiation dose : 1.5 Gy , radius :  21.917344729688406 remaining : 64 time = 24
Radiation dose : 1.0 Gy , radius :  21.917344729688406 remaining : 86 time = 24
Radiation dose : 0.5 Gy , radius :  22.968674319603213 remaining : 142 time = 24
Radiation dose : 2.5 Gy , radius :  22.27330240444825 remaining : 62 time = 24
Radiation dose : 0.5 Gy , radius :  21.917344729688406 remaining : 106 time = 24
Radiation dose : 3.0 Gy , radius :  22.246123257772354 remaining : 34 time = 24
Radiation dose : 0.0 Gy , radius :  21.358136622842363 remaining : 68 time = 24
Radiation dose : 4.0 Gy , radius :  22.27330240444825 remaining : 12 time = 24
Radiation dose : 2.0 Gy , radius :  21.917344729688406 remaining : 14 time = 24
Radiation dose : 0.0 Gy , radius :  22.677080940897135 remaining : 28 time = 24
Radiation dose : 0.0 Gy , radius :  23.3085821104588 remaining : 56 time = 24
Radiation dose : 0.0 Gy , radius :  24.024362634625714 remaining : 112 time = 24
Radiation dose : 3.0 Gy , radius :  24.34953798329652 remaining : 72 time = 24
Radiation dose : 0.0 Gy , radius :  24.34953798329652 remaining : 144 time = 24
Radiation dose : 2.5 Gy , radius :  25.083859352181037 remaining : 82 time = 24
Radiation dose : 0.0 Gy , radius :  26.14670151281037 remaining : 164 time = 24
Radiation dose : 0.0 Gy , radius :  26.76415513331217 remaining : 328 time = 24
Radiation dose : 0.5 Gy , radius :  27.500000000000004 remaining : 530 time = 24
Radiation dose : 0.0 Gy , radius :  27.697292286431182 remaining : 1060 time = 24
Radiation dose : 1.0 Gy , radius :  28.557660968643777 remaining : 1346 time = 24
Radiation dose : 3.0 Gy , radius :  28.6 remaining : 622 time = 24
Radiation dose : 0.0 Gy , radius :  28.6 remaining : 1244 time = 24
Radiation dose : 1.0 Gy , radius :  28.6 remaining : 1650 time = 24
Radiation dose : 4.0 Gy , radius :  28.873690446494717 remaining : 396 time = 24
Radiation dose : 0.0 Gy , radius :  28.873690446494717 remaining : 792 time = 24
Radiation dose : 0.5 Gy , radius :  29.227726562290133 remaining : 1310 time = 24
Radiation dose : 0.0 Gy , radius :  28.873690446494717 remaining : 2620 time = 24
Radiation dose : 2.5 Gy , radius :  29.227726562290133 remaining : 1593 time = 24
Average (on the epoch) training loss: 0.13350942730903625
Episode average V value: 0.09080576818240316
Radiation dose : 2.5 Gy , radius :  13.782960494755836 remaining : 1315 time = 24
Radiation dose : 2.5 Gy , radius :  15.281688388394786 remaining : 849 time = 24
Radiation dose : 4.0 Gy , radius :  13.245754036671526 remaining : 221 time = 24
Radiation dose : 3.0 Gy , radius :  13.245754036671526 remaining : 120 time = 24
Radiation dose : 0.0 Gy , radius :  13.245754036671526 remaining : 245 time = 24
Radiation dose : 0.0 Gy , radius :  13.782960494755836 remaining : 498 time = 24
Radiation dose : 3.5 Gy , radius :  13.782960494755836 remaining : 193 time = 24
Radiation dose : 2.0 Gy , radius :  13.782960494755836 remaining : 153 time = 24
Radiation dose : 4.0 Gy , radius :  13.782960494755836 remaining : 54 time = 24
Radiation dose : 1.0 Gy , radius :  14.961617559608989 remaining : 68 time = 24
Radiation dose : 3.0 Gy , radius :  15.43923573238002 remaining : 19 time = 24
Radiation dose : 0.0 Gy , radius :  13.60624856453828 remaining : 40 time = 24
Radiation dose : 1.0 Gy , radius :  14.675830470538969 remaining : 62 time = 24
Radiation dose : 0.0 Gy , radius :  16.01624175641714 remaining : 126 time = 24
Radiation dose : 0.5 Gy , radius :  16.01624175641714 remaining : 219 time = 24
Radiation dose : 0.5 Gy , radius :  16.01624175641714 remaining : 379 time = 24
Radiation dose : 0.5 Gy , radius :  17.076592165886026 remaining : 641 time = 24
Radiation dose : 3.5 Gy , radius :  17.076592165886026 remaining : 199 time = 24
Radiation dose : 1.5 Gy , radius :  18.14166475271771 remaining : 203 time = 24
Radiation dose : 3.0 Gy , radius :  19.21067411623028 remaining : 79 time = 24
Radiation dose : 0.0 Gy , radius :  17.736967046256808 remaining : 158 time = 24
Radiation dose : 0.0 Gy , radius :  17.736967046256808 remaining : 317 time = 24
Radiation dose : 0.0 Gy , radius :  18.82896704548606 remaining : 635 time = 24
Radiation dose : 2.0 Gy , radius :  19.921847303902318 remaining : 523 time = 24
Radiation dose : 0.0 Gy , radius :  18.988944151795277 remaining : 1047 time = 24
Radiation dose : 2.5 Gy , radius :  19.21067411623028 remaining : 659 time = 24
Radiation dose : 4.0 Gy , radius :  19.921847303902318 remaining : 150 time = 24
Radiation dose : 2.0 Gy , radius :  20.871032557111306 remaining : 106 time = 24
Radiation dose : 3.5 Gy , radius :  20.282997806044353 remaining : 44 time = 24
Radiation dose : 2.5 Gy , radius :  18.92511558749378 remaining : 28 time = 24
Radiation dose : 3.5 Gy , radius :  12.875169901791589 remaining : 14 time = 24
Radiation dose : 1.0 Gy , radius :  12.149897118905988 remaining : 22 time = 24
Radiation dose : 0.0 Gy , radius :  12.298373876248846 remaining : 44 time = 24
Radiation dose : 0.0 Gy , radius :  13.382077566656084 remaining : 88 time = 24
Radiation dose : 2.0 Gy , radius :  13.382077566656084 remaining : 80 time = 24
Radiation dose : 0.0 Gy , radius :  14.34224529144583 remaining : 160 time = 24
Radiation dose : 2.5 Gy , radius :  14.34224529144583 remaining : 90 time = 24
Radiation dose : 1.5 Gy , radius :  15.321227104902531 remaining : 98 time = 24
Radiation dose : 4.0 Gy , radius :  15.74960316960399 remaining : 30 time = 24
Radiation dose : 3.5 Gy , radius :  15.74960316960399 remaining : 14 time = 24
Radiation dose : 3.0 Gy , radius :  14.675830470538969 remaining : 12 time = 24
Radiation dose : 2.0 Gy , radius :  14.468241081762496 remaining : 10 time = 24
