50 5 4
-1.00727, -1.0079, -0.999297, -1.03484, 
-0.863025, -1.00212, -0.985791, -0.978435, 
-0.894349, -0.947595, -0.981372, -0.954216, 
-0.930076, -0.912944, -0.884506, -0.877756, 
0, 0, 0, 0, 
-0.858235, -0.855994, -0.858317, -0.860008, 
-0.772625, -0.959737, -0.942085, -0.897399, 
-0.762586, -0.853083, -0.808242, -0.824225, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.510022, -0.604763, -0.747979, -0.820744, 
-0.77452, -0.811382, -0.76236, -0.767478, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.437346, -0.582033, -0.705522, -0.714713, 
-0.487964, -0.451785, -0.471628, -0.548865, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.584839, -0.490516, -0.608362, -0.619962, 
-0.261118, -0.266943, -0.253954, -0.270638, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.565502, -0.520457, -0.558368, -0.568568, 
-0.137975, -0.130431, -0.123269, -0.145054, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.496016, -0.591708, -0.611364, -0.657265, 
-0.330015, -0.338985, -0.334224, -0.3379, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.571753, -0.561775, -0.576244, -0.504785, 
-0.342621, -0.344232, -0.343211, -0.337815, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.509236, -0.554377, -0.564869, -0.719873, 
-0.299867, -0.308188, -0.304355, -0.300556, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.422094, -0.557226, -0.588478, -0.721173, 
-0.303568, -0.30731, -0.313626, -0.314661, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.417568, -0.506826, -0.504152, -0.494958, 
-0.278121, -0.290819, -0.281348, -0.287563, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.470244, -0.513758, -0.50684, -0.498839, 
-0.293525, -0.294278, -0.301637, -0.300547, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.408581, -0.514884, -0.508446, -0.52844, 
-0.296226, -0.303001, -0.304225, -0.298208, 
-0.0220822, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.367373, -0.520407, -0.540364, -0.523538, 
-0.297721, -0.294631, -0.299049, -0.293464, 
-0.217072, -0.214317, -0.219314, -0.227098, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.448242, -0.402662, -0.455369, -0.420846, 
-0.264968, -0.275287, -0.270471, -0.280194, 
-0.175736, -0.176956, -0.178953, -0.177377, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.367232, -0.48368, -0.501118, -0.475691, 
-0.25452, -0.25852, -0.261368, -0.273863, 
-0.216498, -0.215877, -0.216392, -0.227431, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.410175, -0.452315, -0.485596, -0.47747, 
-0.242865, -0.250881, -0.248944, -0.242577, 
-0.17454, -0.175026, -0.177349, -0.183364, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.430326, -0.401685, -0.384467, -0.445166, 
-0.215729, -0.222421, -0.228193, -0.228544, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.382847, -0.435143, -0.512609, -0.443449, 
-0.185372, -0.192696, -0.201426, -0.208196, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.368398, -0.37227, -0.34199, -0.419912, 
-0.188647, -0.189768, -0.198563, -0.188448, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.277789, -0.331709, -0.366372, -0.389863, 
-0.188584, -0.188447, -0.195326, -0.198915, 
-0.178807, -0.178236, -0.18282, -0.179155, 
0, 0, 0, 0, 
-0.228824, -0.228952, -0.228916, -0.228933, 
-0.337902, -0.424238, -0.40714, -0.394263, 
-0.127511, -0.125731, -0.128723, -0.137432, 
-0.179275, -0.18077, -0.180837, -0.181115, 
-0.0165408, -0.0108179, -0.0179259, -0.0464755, 
0, 0, 0, 0, 
-0.252022, -0.342713, -0.367088, -0.352925, 
-0.181901, -0.181471, -0.18602, -0.184056, 
-0.16945, -0.170391, -0.172372, -0.16999, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.277665, -0.323496, -0.393252, -0.319159, 
-0.176648, -0.1804, -0.182641, -0.182922, 
-0.158748, -0.15781, -0.158057, -0.1657, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.232316, -0.267348, -0.316495, -0.319421, 
-0.111479, -0.106876, -0.120064, -0.119741, 
-0.048338, -0.0488514, -0.0503458, -0.0579398, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.221725, -0.28884, -0.27972, -0.303272, 
-0.174383, -0.175328, -0.174726, -0.180057, 
-0.142274, -0.143675, -0.14315, -0.156017, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.305896, -0.267567, -0.342267, -0.306485, 
-0.180249, -0.180597, -0.181884, -0.178472, 
-0.0234052, -0.0283658, -0.0286168, -0.0259925, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.243951, -0.28518, -0.308876, -0.252984, 
-0.133151, -0.135975, -0.135407, -0.143534, 
-0.0118215, -0.00637721, -0.0100702, -0.0199528, 
-0.0401201, -0.0393592, -0.03773, -0.0370445, 
0, 0, 0, 0, 
-0.240876, -0.275349, -0.270535, -0.287589, 
-0.11622, -0.128258, -0.124131, -0.132887, 
-0.008852, -0.00697033, -0.00969766, -0.00740272, 
-0.145266, -0.145456, -0.145151, -0.147515, 
0, 0, 0, 0, 
-0.226908, -0.251075, -0.276603, -0.236932, 
-0.124906, -0.131168, -0.142537, -0.135089, 
-0.0100848, -0.0107374, -0.0139121, -0.0310296, 
-0.105469, -0.10722, -0.104754, -0.110797, 
0, 0, 0, 0, 
-0.250848, -0.289478, -0.328364, -0.324779, 
-0.0828474, -0.0830013, -0.0834167, -0.090422, 
-0.0196571, -0.0157589, -0.0208917, -0.0184614, 
