50 5 4
-0.59254, -0.578697, -0.585519, -0.585888, 
-0.860253, -0.947423, -0.922718, -0.906563, 
-0.751795, -0.842765, -0.871786, -0.850731, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.57322, -0.564661, -0.576983, -0.639933, 
-0.878745, -0.875377, -0.907572, -0.870193, 
-0.786692, -0.796217, -0.750057, -0.750186, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.566315, -0.565544, -0.556393, -0.60141, 
-0.883214, -0.882882, -0.837366, -0.891322, 
-0.774023, -0.8127, -0.767145, -0.78448, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.56894, -0.591596, -0.567191, -0.580129, 
-0.895759, -0.896511, -0.910175, -0.825811, 
-0.881405, -0.844231, -0.821953, -0.833507, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.524175, -0.53351, -0.559697, -0.517808, 
-0.832784, -0.837661, -0.831117, -0.804424, 
-0.874612, -0.84471, -0.892782, -0.881662, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.488565, -0.48398, -0.500034, -0.485939, 
-0.838284, -0.801316, -0.838353, -0.787187, 
-0.800702, -0.874661, -0.82951, -0.854247, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.4502, -0.445109, -0.445043, -0.476875, 
-0.803062, -0.79023, -0.790011, -0.790114, 
-0.863603, -0.881207, -0.863847, -0.839049, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.483596, -0.473115, -0.488124, -0.583719, 
-0.783442, -0.803774, -0.762247, -0.78411, 
-0.793839, -0.808995, -0.803298, -0.795345, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.459376, -0.491909, -0.477432, -0.480271, 
-0.701433, -0.665116, -0.670884, -0.66708, 
-0.806559, -0.805697, -0.754126, -0.75482, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.4202, -0.441431, -0.413754, -0.491034, 
-0.680192, -0.661699, -0.666431, -0.667048, 
-0.753719, -0.742323, -0.746861, -0.762916, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.380888, -0.404842, -0.421833, -0.430689, 
-0.593648, -0.629238, -0.621435, -0.619752, 
-0.822996, -0.748467, -0.822801, -0.829624, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.365603, -0.375494, -0.410908, -0.429893, 
-0.59436, -0.600472, -0.602241, -0.60413, 
-0.690433, -0.791249, -0.768545, -0.729328, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.372322, -0.359704, -0.39588, -0.363094, 
-0.571514, -0.575808, -0.567708, -0.574104, 
-0.74746, -0.760367, -0.71291, -0.73301, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.398386, -0.387437, -0.368366, -0.476849, 
-0.516952, -0.524594, -0.524637, -0.528771, 
-0.691779, -0.719791, -0.672098, -0.668411, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.316975, -0.314368, -0.315189, -0.370092, 
-0.478694, -0.474082, -0.477008, -0.482118, 
-0.602866, -0.658155, -0.629967, -0.623268, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.32486, -0.373969, -0.325425, -0.326042, 
-0.504803, -0.522462, -0.513977, -0.516628, 
-0.498293, -0.50105, -0.507938, -0.61568, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.291045, -0.30689, -0.310348, -0.3662, 
-0.456619, -0.455176, -0.457505, -0.458523, 
-0.572349, -0.582573, -0.563989, -0.574589, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.27615, -0.291638, -0.317052, -0.332708, 
-0.376879, -0.379238, -0.388095, -0.388762, 
-0.554563, -0.552865, -0.553694, -0.558338, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.302182, -0.27369, -0.285616, -0.290629, 
-0.299225, -0.383741, -0.37666, -0.362801, 
-0.539592, -0.56123, -0.494027, -0.518742, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.238303, -0.31884, -0.313771, -0.357489, 
-0.291404, -0.325221, -0.364224, -0.389048, 
-0.463109, -0.455944, -0.445924, -0.455185, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.248091, -0.302672, -0.290138, -0.283105, 
-0.281809, -0.342702, -0.307703, -0.334895, 
-0.456655, -0.435231, -0.391005, -0.432077, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.261271, -0.229743, -0.29408, -0.264369, 
-0.294388, -0.286116, -0.287567, -0.328568, 
-0.419948, -0.400099, -0.413219, -0.410223, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.269766, -0.21237, -0.263197, -0.305329, 
-0.204108, -0.300916, -0.270072, -0.287101, 
-0.304822, -0.345396, -0.3469, -0.356943, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.248982, -0.19014, -0.28891, -0.296944, 
-0.132141, -0.266516, -0.302504, -0.337054, 
-0.256549, -0.315444, -0.282895, -0.351877, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.21246, -0.216466, -0.205761, -0.248257, 
-0.131437, -0.266282, -0.298309, -0.254025, 
-0.267335, -0.277652, -0.291837, -0.247535, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.29893, -0.33523, -0.176251, -0.472513, 
-0.207246, -0.131695, -0.189442, -0.223633, 
-0.166051, -0.203066, -0.222419, -0.250162, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.321769, -0.300598, -0.16465, -0.291165, 
-0.19532, -0.122461, -0.187827, -0.208089, 
-0.143805, -0.14599, -0.18704, -0.233152, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.152144, -0.291826, -0.265694, -0.294072, 
-0.178982, -0.115378, -0.160705, -0.172564, 
-0.135528, -0.140718, -0.15347, -0.210368, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.298231, -0.287099, -0.291263, -0.13588, 
-0.126955, -0.11495, -0.165277, -0.132719, 
-0.130352, -0.12019, -0.131141, -0.149946, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.284301, -0.285792, -0.242666, -0.181048, 
-0.106359, -0.111365, -0.0996299, -0.110449, 
-0.122527, -0.12188, -0.121682, -0.125513, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.213972, -0.310998, -0.297584, -0.261842, 
-0.0668191, -0.0647179, -0.0730347, -0.0682603, 
-0.115478, -0.11439, -0.115073, -0.125279, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.132404, -0.114787, -0.115501, -0.194947, 
-0.0308528, -0.0369911, -0.0291854, -0.0400679, 
-0.076255, -0.0765072, -0.0766964, -0.0764297, 
-0.148491, -0.14865, -0.148593, -0.146882, 
0, 0, 0, 0, 
-0.0632164, -0.0988568, -0.0988181, -0.168343, 
-0.0192056, -0.0110217, -0.00275829, -0.0141769, 
-0.0944276, -0.0914375, -0.0905386, -0.0909074, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.00746194, -0.0760321, -0.00623697, -0.0985029, 
0, 0, 0, 0, 
-0.0644428, -0.0606453, -0.0601118, -0.0602597, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0.00454277, 0, 
0, 0, 0, 0, 
0.0264235, 0.0643284, 0.0804798, 0.0807912, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.0251784, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.0453813, 0, 0.124601, 0, 
0, 0, 0, 0, 
