50 5 4
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.633023, -0.646614, -0.774689, -0.742641, 
-0.666542, -0.65841, -0.668629, -0.718872, 
-0.51062, -0.511832, -0.515267, -0.60197, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.581875, -0.582002, -0.596616, -0.66405, 
-0.673899, -0.672989, -0.673586, -0.676371, 
-0.538749, -0.535489, -0.550125, -0.571779, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.470606, -0.481555, -0.47014, -0.471135, 
-0.569008, -0.572777, -0.603859, -0.571316, 
-0.572622, -0.563639, -0.576998, -0.576665, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.421288, -0.423078, -0.455428, -0.587744, 
-0.601797, -0.596526, -0.600703, -0.598692, 
-0.550265, -0.530668, -0.551484, -0.557374, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.40088, -0.403486, -0.42851, -0.414875, 
-0.57174, -0.575248, -0.572392, -0.572464, 
-0.531292, -0.531641, -0.523635, -0.540512, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.332353, -0.333289, -0.357458, -0.446775, 
-0.48568, -0.498909, -0.487243, -0.490464, 
-0.524277, -0.514817, -0.510562, -0.556608, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.354843, -0.345862, -0.343882, -0.533825, 
-0.475633, -0.479713, -0.482389, -0.480938, 
-0.561783, -0.564228, -0.552003, -0.57349, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.329112, -0.334515, -0.330991, -0.472202, 
-0.476037, -0.475315, -0.467846, -0.473839, 
-0.532294, -0.528405, -0.538143, -0.538543, 
0, 0, 0, 0, 
0, 0, 0, 0, 
-0.296046, -0.296476, -0.295967, -0.450164, 
-0.442848, -0.445082, -0.432577, -0.441347, 
-0.486941, -0.514946, -0.498959, -0.520784, 
0, 0, 0, 0, 
0, 0, 0, 0, 
